seriesuid,coordX,coordY,coordZ,diameter_mm,file,probability
LKDS-01004,35.4154710227,-220.656649579,224.955037219,10.4934649792,LKDS-01004_orig.npy,0.021
LKDS-01004,51.114363742,-223.358147005,225.682127546,8.47742624921,LKDS-01004_orig.npy,0.005
LKDS-01004,40.7847496237,-227.913537929,228.775225189,5.92665015372,LKDS-01004_orig.npy,0.005
LKDS-01004,59.1536969986,-231.759641579,239.392546441,9.45805208459,LKDS-01004_orig.npy,0.005
LKDS-01004,-22.5277524058,-18.2402878276,243.824133506,9.18704415623,LKDS-01004_orig.npy,0.098
LKDS-01004,53.5722216657,-236.406377582,245.799995542,8.19340875906,LKDS-01004_orig.npy,0.01
LKDS-01004,-21.8302568391,-19.2993742929,254.705509706,12.1666502427,LKDS-01004_orig.npy,0.005
LKDS-01004,-72.2808093751,-26.6198524149,276.631498167,18.5329930887,LKDS-01004_orig.npy,0.005
LKDS-01004,-74.7095806418,-204.557256326,280.398355608,8.35154974625,LKDS-01004_orig.npy,0.005
LKDS-01005,-62.0418949322,331.295613794,-520.042879499,13.4641025406,LKDS-01005_orig.npy,0.005
LKDS-01005,60.9358821746,330.715522607,-516.551505017,8.29642239879,LKDS-01005_orig.npy,0.005
LKDS-01005,-44.9696967097,219.161059695,-513.1,7.40958117681,LKDS-01005_orig.npy,0.529
LKDS-01005,110.315327024,279.151214688,-488.108733624,10.9476113604,LKDS-01005_orig.npy,0.005
LKDS-01005,106.653018943,278.796776003,-478.506432749,12.513618564,LKDS-01005_orig.npy,0.01
LKDS-01005,-57.5553200578,214.930037892,-469.380254777,6.69319806302,LKDS-01005_orig.npy,0.005
LKDS-01005,60.3470388993,162.91212129,-464.691900312,12.2520630092,LKDS-01005_orig.npy,0.005
LKDS-01005,-79.3668303688,165.157936951,-459.766666667,5.16152408297,LKDS-01005_orig.npy,0.005
LKDS-01005,107.621791538,178.526205836,-458.451648352,5.58060036723,LKDS-01005_orig.npy,0.005
LKDS-01005,-58.1681875189,199.141291059,-457.089847716,7.21920212194,LKDS-01005_orig.npy,0.005
LKDS-01005,-31.4789999831,151.219869826,-445.609090909,6.80500487458,LKDS-01005_orig.npy,0.005
LKDS-01005,46.9443563247,117.608385923,-434.741509434,4.66042742318,LKDS-01005_orig.npy,0.005
LKDS-01005,-19.2412334771,125.382407253,-423.773076923,6.67895717305,LKDS-01005_orig.npy,0.005
LKDS-01005,-18.6472273049,183.038983407,-413.1,5.36820137364,LKDS-01005_orig.npy,0.005
LKDS-01005,90.0254813148,136.483447783,-411.1,8.30566118415,LKDS-01005_orig.npy,0.005
LKDS-01005,-92.4909585439,169.316467047,-379.1,5.30109182127,LKDS-01005_orig.npy,0.005
LKDS-01005,96.7040294624,132.078757803,-377.322222222,7.33934395263,LKDS-01005_orig.npy,0.005
LKDS-01005,-77.4061912526,179.783324888,-359.244469526,9.45805208459,LKDS-01005_orig.npy,0.005
LKDS-01005,11.3431773464,342.631389413,-355.1,6.26898209339,LKDS-01005_orig.npy,0.005
LKDS-01005,-71.8837712354,181.680174147,-348.16235012,9.26927593759,LKDS-01005_orig.npy,0.005
LKDS-01005,86.6189781106,188.664382061,-346.074193548,8.39693949494,LKDS-01005_orig.npy,0.005
LKDS-01005,-77.8480118626,183.737284347,-343.019117647,8.03877908498,LKDS-01005_orig.npy,0.005
LKDS-01005,-70.8940235048,214.998516243,-328.972680412,15.4739445364,LKDS-01005_orig.npy,0.005
LKDS-01005,95.6061717378,199.69794737,-328.675,6.73556120384,LKDS-01005_orig.npy,0.005
LKDS-01005,40.2554273921,99.2037688562,-272.19244186,18.7292307396,LKDS-01005_orig.npy,0.018
LKDS-01005,48.0900545122,98.6116336585,-266.84137931,6.92654843313,LKDS-01005_orig.npy,0.005
LKDS-01005,45.9010536997,96.4044179592,-257.869592476,10.6808877803,LKDS-01005_orig.npy,0.005
LKDS-01005,51.826249242,102.324256182,-260.1,4.09670437953,LKDS-01005_orig.npy,0.005
LKDS-01009,5.69800486295,-147.054582246,-24.5578129673,6.25274113437,LKDS-01009_orig.npy,0.066
LKDS-01009,-45.873489735,-102.658643137,-24.3335942212,6.25274113437,LKDS-01009_orig.npy,0.013
LKDS-01009,53.7586075638,-11.9247474857,-11.0842684792,13.1660781212,LKDS-01009_orig.npy,0.005
LKDS-01009,-33.6142198073,-145.144042766,-9.92367964633,14.1866827454,LKDS-01009_orig.npy,0.939
LKDS-01009,11.9228153096,-142.956100239,-11.4000006914,3.7221029454,LKDS-01009_orig.npy,0.095
LKDS-01009,42.0549952941,2.94921307669,5.64945780258,13.1880766218,LKDS-01009_orig.npy,0.005
LKDS-01009,-27.034860527,-181.195814446,13.5328741482,15.3452571269,LKDS-01009_orig.npy,0.009
LKDS-01009,81.513926306,-139.968533835,17.2999988198,5.56008326889,LKDS-01009_orig.npy,0.005
LKDS-01009,-93.962617817,-116.456710162,18.699998796,5.01397046127,LKDS-01009_orig.npy,0.233
LKDS-01009,-25.943053612,-154.496447178,43.2841755925,8.45076750007,LKDS-01009_orig.npy,0.005
LKDS-01009,50.2892039056,-195.888343384,43.1999983787,8.04861848169,LKDS-01009_orig.npy,0.005
LKDS-01009,44.9991275785,-210.36864846,50.1999982595,7.0822530586,LKDS-01009_orig.npy,0.005
LKDS-01009,-44.0541506725,-176.284475258,54.5647040676,8.6595122631,LKDS-01009_orig.npy,0.005
LKDS-01009,-95.1404323772,-194.948610833,71.1999979019,6.0682353089,LKDS-01009_orig.npy,0.005
LKDS-01009,94.0050275814,-151.670651323,73.4958311961,10.8673473933,LKDS-01009_orig.npy,0.005
LKDS-01009,63.4365332637,-178.570184147,75.5527251005,8.57376888612,LKDS-01009_orig.npy,0.005
LKDS-01009,72.6429764114,-185.410032427,118.830309276,12.3779923152,LKDS-01009_orig.npy,0.005
LKDS-01009,-56.1826476275,-140.605063975,128.456745838,13.8064979183,LKDS-01009_orig.npy,0.011
LKDS-01009,-84.7481618358,-207.224746205,130.289075394,8.24055253973,LKDS-01009_orig.npy,0.005
LKDS-01009,92.8443585394,-206.641566171,135.966869481,11.5606778625,LKDS-01009_orig.npy,0.005
LKDS-01009,-58.9958484602,-139.825802363,134.199996829,12.5743063152,LKDS-01009_orig.npy,0.007
LKDS-01009,75.3637984308,-89.7889239554,149.96922733,8.85865089355,LKDS-01009_orig.npy,0.005
LKDS-01009,74.8440383281,-155.790599707,149.113040053,5.08881687589,LKDS-01009_orig.npy,0.005
LKDS-01009,-42.3858006112,-137.666682433,159.262828096,21.7521999694,LKDS-01009_orig.npy,0.005
LKDS-01009,80.7624571169,-160.350935542,153.637503881,14.7872056213,LKDS-01009_orig.npy,0.005
LKDS-01009,-78.0429567008,-214.880914257,167.160918458,27.0905217286,LKDS-01009_orig.npy,0.036
LKDS-01009,-52.6555186224,-132.220961021,173.399996161,6.76350991072,LKDS-01009_orig.npy,0.005
LKDS-01009,11.9227405309,-170.352602924,193.714764822,27.5895978141,LKDS-01009_orig.npy,0.641
LKDS-01009,-59.7694215558,-125.143550735,182.647237383,17.6929313275,LKDS-01009_orig.npy,0.005
LKDS-01009,5.34468744854,-165.15728177,182.499996006,3.7221029454,LKDS-01009_orig.npy,0.496
LKDS-01009,104.509964953,-129.265371628,183.199995995,4.85718012601,LKDS-01009_orig.npy,0.005
LKDS-01009,92.7016632098,-196.083619005,190.899995863,11.0267153419,LKDS-01009_orig.npy,0.049
LKDS-01009,-88.1815421549,-112.91076227,196.90138465,9.87364036894,LKDS-01009_orig.npy,0.005
LKDS-01009,49.0080519691,-250.058846584,202.099995673,7.67803182481,LKDS-01009_orig.npy,0.046
LKDS-01009,49.8973123144,-240.325749187,202.503295158,9.09562471688,LKDS-01009_orig.npy,0.013
LKDS-01009,-99.9394855781,-105.394444116,207.562935033,15.7559203495,LKDS-01009_orig.npy,0.005
LKDS-01009,58.1451270797,-252.449038486,202.799995661,7.54619398741,LKDS-01009_orig.npy,0.06
LKDS-01009,59.1082324665,-243.272550119,202.799995661,5.30109182127,LKDS-01009_orig.npy,0.156
LKDS-01009,35.4025201672,-239.025847148,204.601215142,8.5564130312,LKDS-01009_orig.npy,0.005
LKDS-01009,52.1035444851,-260.600301558,216.398775917,5.3902024448,LKDS-01009_orig.npy,0.005
LKDS-01009,56.5533018532,-241.28327931,217.715212798,12.2647726272,LKDS-01009_orig.npy,0.042
LKDS-01009,-131.215513136,-139.244581795,219.539413157,13.439475175,LKDS-01009_orig.npy,0.757
LKDS-01009,47.2271702148,-246.463615869,227.851826395,14.5445059182,LKDS-01009_orig.npy,0.241
LKDS-01009,-118.341427202,-105.867576707,224.499995291,4.77483913203,LKDS-01009_orig.npy,0.005
LKDS-01009,-121.401740445,-111.024771247,228.266661894,6.22000366996,LKDS-01009_orig.npy,0.005
LKDS-01009,-125.27813722,-116.114989234,234.299995124,5.43367369667,LKDS-01009_orig.npy,0.019
LKDS-01009,-61.8511406874,-202.392383872,260.326048321,9.9898115014,LKDS-01009_orig.npy,0.093
LKDS-01009,-64.5479210748,-222.304767562,265.0999946,5.90847013106,LKDS-01009_orig.npy,0.031
LKDS-01009,-42.1174849473,-242.601887983,272.890494748,15.0334656148,LKDS-01009_orig.npy,0.005
LKDS-01009,-61.8194126637,-207.437668102,278.780854582,9.61209623372,LKDS-01009_orig.npy,0.008
LKDS-01009,-41.6395907988,-242.76274521,279.799994349,6.59220765051,LKDS-01009_orig.npy,0.005
LKDS-01009,-56.4656481236,-236.413648508,286.099994242,6.17024150881,LKDS-01009_orig.npy,0.108
LKDS-01009,95.7939455376,-225.182698502,313.399993777,3.7221029454,LKDS-01009_orig.npy,0.095
LKDS-01009,-15.8887933001,-239.245124898,321.485707925,6.54796331304,LKDS-01009_orig.npy,0.005
LKDS-01009,8.28114002073,-25.3461374172,329.587335844,16.1852017533,LKDS-01009_orig.npy,0.005
LKDS-01009,-115.344484081,-162.160338649,325.999993563,7.57958466116,LKDS-01009_orig.npy,0.191
LKDS-01009,-44.290277321,-232.994225337,340.699993312,5.01397046127,LKDS-01009_orig.npy,0.005
LKDS-01011,0.180986906373,-25.7946548686,1502.35899696,8.5650997509,LKDS-01011_orig.npy,0.005
LKDS-01011,-24.7555133111,176.982916317,1504.42773216,12.5014101479,LKDS-01011_orig.npy,0.005
LKDS-01011,37.3486302649,64.7782399133,1511.12275109,7.59064976397,LKDS-01011_orig.npy,0.005
LKDS-01011,52.2737680856,66.0293320161,1510.59,3.7221029454,LKDS-01011_orig.npy,0.005
LKDS-01011,-23.8278187331,66.1590874924,1513.59,5.08881687589,LKDS-01011_orig.npy,0.005
LKDS-01011,-21.5719628195,45.6579306321,1517.64995717,9.62585730653,LKDS-01011_orig.npy,0.212
LKDS-01011,29.7111813833,47.59743987,1530.93310134,16.7418011017,LKDS-01011_orig.npy,0.005
LKDS-01011,35.7531154849,-18.7855667388,1569.34,5.43367369667,LKDS-01011_orig.npy,0.053
LKDS-01011,5.39419581329,-73.6394626159,1577.59,5.56008326889,LKDS-01011_orig.npy,0.005
LKDS-01011,-7.01343297204,-70.9730770656,1582.52241379,11.1458483069,LKDS-01011_orig.npy,0.005
LKDS-01011,55.0375597297,40.5064298384,1585.59,8.70175445482,LKDS-01011_orig.npy,0.005
LKDS-01011,-150.154900287,15.507699783,1608.01003854,12.5622156286,LKDS-01011_orig.npy,0.005
LKDS-01011,-112.014009916,129.389657616,1607.02375394,10.6585193635,LKDS-01011_orig.npy,0.085
LKDS-01011,64.6126914828,73.9358266202,1612.85478873,8.78502989229,LKDS-01011_orig.npy,0.012
LKDS-01011,148.291190414,113.820588651,1613.40239531,10.4470074146,LKDS-01011_orig.npy,0.61
LKDS-01011,-35.3922755536,1.40410545271e-05,1612.59,6.31720692771,LKDS-01011_orig.npy,0.005
LKDS-01011,-150.192185514,5.55953713871,1623.07494983,10.4528372191,LKDS-01011_orig.npy,0.018
LKDS-01011,134.697952858,119.023949135,1633.49073529,8.03877908498,LKDS-01011_orig.npy,0.25
LKDS-01011,-148.260976961,-1.71203052933,1635.58239544,7.94911979706,LKDS-01011_orig.npy,0.04
LKDS-01011,-146.87468188,-6.3222365464,1642.62056769,7.59064976397,LKDS-01011_orig.npy,0.02
LKDS-01011,-11.6105296728,-27.9785105247,1645.59,6.11966348389,LKDS-01011_orig.npy,0.545
LKDS-01011,-145.068091851,-9.69920780839,1647.59,5.68099233846,LKDS-01011_orig.npy,0.014
LKDS-01011,-24.5951603127,52.2135411386,1651.43947111,13.2897788331,LKDS-01011_orig.npy,0.005
LKDS-01011,-93.0435797837,-6.82363722803,1649.59,6.50311284167,LKDS-01011_orig.npy,0.506
LKDS-01011,-143.632426146,-12.6270614902,1651.59,5.73956339876,LKDS-01011_orig.npy,0.021
LKDS-01011,-141.890609218,-16.0366179218,1656.51941176,6.87305943799,LKDS-01011_orig.npy,0.026
LKDS-01011,96.9279220821,-21.8911268145,1657.5248659,9.9898115014,LKDS-01011_orig.npy,0.33
LKDS-01011,-49.8924500242,68.2189556778,1658.59,6.411507501,LKDS-01011_orig.npy,0.022
LKDS-01011,-138.733906154,-20.2282688899,1661.96755102,5.72017283408,LKDS-01011_orig.npy,0.028
LKDS-01011,-1.5540977298,146.054950897,1668.00509434,7.39796739418,LKDS-01011_orig.npy,0.082
LKDS-01011,47.5366004038,74.4996153634,1670.41092199,10.2508566561,LKDS-01011_orig.npy,0.005
LKDS-01011,99.822911886,-21.0054013252,1670.59,5.30109182127,LKDS-01011_orig.npy,0.214
LKDS-01011,18.4002811279,-69.6285925155,1673.4856044,7.03111587372,LKDS-01011_orig.npy,0.005
LKDS-01011,-98.4170528726,23.9455981288,1674.59,5.96267930709,LKDS-01011_orig.npy,0.005
LKDS-01011,-125.089041176,-33.2628754652,1676.94338346,6.33311935495,LKDS-01011_orig.npy,0.014
LKDS-01011,96.6663603966,26.8593976241,1681.59,5.56008326889,LKDS-01011_orig.npy,0.142
LKDS-01011,-62.2516591367,82.1800724713,1681.59,5.79696284056,LKDS-01011_orig.npy,0.005
LKDS-01011,-39.8943762226,-23.7230894841,1685.71632322,13.9355380884,LKDS-01011_orig.npy,0.073
LKDS-01011,-2.6197002538,145.289912531,1686.59,6.45763504021,LKDS-01011_orig.npy,0.234
LKDS-01011,-52.7355278366,-24.2343087914,1689.64828221,8.53898647984,LKDS-01011_orig.npy,0.07
LKDS-01011,103.335712756,0.773404151001,1688.59,6.17024150881,LKDS-01011_orig.npy,0.102
LKDS-01011,41.0810497399,74.1963965679,1701.03706633,22.8806913363,LKDS-01011_orig.npy,0.276
LKDS-01011,-17.2642970149,-89.4358645443,1703.28135802,10.268999803,LKDS-01011_orig.npy,0.005
LKDS-01011,1.50270986088,-96.6159690234,1706.77376068,9.63272311293,LKDS-01011_orig.npy,0.005
LKDS-01011,78.2440241177,43.7547539785,1757.63145078,10.3409390998,LKDS-01011_orig.npy,0.115
LKDS-01011,100.477927511,18.7010220551,1762.59,5.08881687589,LKDS-01011_orig.npy,0.161
LKDS-01011,68.5634868328,57.853385393,1767.59,7.44420589079,LKDS-01011_orig.npy,0.005
LKDS-01011,77.6409636919,60.433627103,1774.59,4.09670437953,LKDS-01011_orig.npy,0.513
LKDS-01011,-48.635443848,27.6676661116,1780.40428571,9.29145132339,LKDS-01011_orig.npy,0.144
LKDS-01011,87.0450534256,-1.64328157901,1790.37375527,12.1881157957,LKDS-01011_orig.npy,0.015
LKDS-01011,-92.8905373182,13.6273364784,1821.2789117,12.2985367966,LKDS-01011_orig.npy,0.005
LKDS-01011,-25.2606583245,-85.8194469768,1826.00363636,9.4366537036,LKDS-01011_orig.npy,0.005
LKDS-01013,13.5507969024,287.799461021,-505.6,10.8511516206,LKDS-01013_orig.npy,0.005
LKDS-01013,58.0035220574,152.97969563,-503.191651543,14.6698186053,LKDS-01013_orig.npy,0.005
LKDS-01013,-9.6578603276,129.677199631,-485.090131579,8.342412376,LKDS-01013_orig.npy,0.012
LKDS-01013,37.3631851413,187.92012952,-485.112274959,10.5280400725,LKDS-01013_orig.npy,0.363
LKDS-01013,-41.8862251861,209.973844533,-477.61164295,11.3865884451,LKDS-01013_orig.npy,0.716
LKDS-01013,10.1401410473,182.185945191,-468.112668919,16.5371636916,LKDS-01013_orig.npy,0.005
LKDS-01013,12.3115912081,159.66313988,-442.6,5.90847013106,LKDS-01013_orig.npy,0.012
LKDS-01013,107.599316207,274.728873795,-422.259434914,15.5848158831,LKDS-01013_orig.npy,0.008
LKDS-01013,44.2114319549,141.435178901,-392.525531915,8.1361103197,LKDS-01013_orig.npy,0.005
LKDS-01013,-42.7302261921,175.391541662,-386.787924995,21.0057031116,LKDS-01013_orig.npy,0.005
LKDS-01013,-64.2538320795,227.440325198,-369.125423729,6.08547470638,LKDS-01013_orig.npy,0.005
LKDS-01013,-95.8671574592,167.35357225,-368.6,5.43367369667,LKDS-01013_orig.npy,0.005
LKDS-01013,60.9730806663,228.802727513,-361.6,5.08881687589,LKDS-01013_orig.npy,0.005
LKDS-01013,-87.5266237714,82.5484135103,-356.032160804,7.24355037414,LKDS-01013_orig.npy,0.005
LKDS-01013,-59.3437072208,326.777455977,-353.314285714,4.93682018447,LKDS-01013_orig.npy,0.005
LKDS-01013,57.3142924507,326.019154932,-353.085,9.14156299468,LKDS-01013_orig.npy,0.005
LKDS-01013,-50.3405648364,144.585482151,-336.081065919,11.0840115377,LKDS-01013_orig.npy,0.005
LKDS-01013,-59.6887165928,181.712579622,-331.530921053,15.9584607736,LKDS-01013_orig.npy,0.014
LKDS-01013,61.2227410795,329.82107683,-331.6,5.56008326889,LKDS-01013_orig.npy,0.012
LKDS-01013,-26.6566170827,187.548871637,-319.376573787,15.4686252013,LKDS-01013_orig.npy,0.005
LKDS-01013,82.5349759835,127.922917145,-316.96744186,7.43270014465,LKDS-01013_orig.npy,0.005
LKDS-01013,-31.3800473553,189.906980553,-302.639392234,15.0278298259,LKDS-01013_orig.npy,0.005
LKDS-01013,-91.9903509461,164.50837121,-283.639393939,10.8022718966,LKDS-01013_orig.npy,0.005
LKDS-01013,-73.9445054003,199.018474392,-278.521212121,8.57376888612,LKDS-01013_orig.npy,0.005
LKDS-01013,40.9108197996,212.261783049,-269.168507157,14.0975560679,LKDS-01013_orig.npy,0.005
LKDS-01013,70.4188276521,122.909478432,-266.034560327,12.3153495814,LKDS-01013_orig.npy,0.005
LKDS-01013,-45.5417183179,213.550353796,-262.923170732,10.7804048896,LKDS-01013_orig.npy,0.005
LKDS-01013,33.0313249971,215.683667231,-264.6,5.23223867961,LKDS-01013_orig.npy,0.005
LKDS-01013,93.0947929153,217.991314816,-258.6,5.73956339876,LKDS-01013_orig.npy,0.005
LKDS-01014,-59.5717124225,-100.950926566,-98.7882352941,6.38038318802,LKDS-01014_orig.npy,0.278
LKDS-01014,15.7142804083,-126.385002215,-92.7,7.98921691835,LKDS-01014_orig.npy,0.353
LKDS-01014,-80.2683625607,-151.552276687,-83.9103004292,7.63459082824,LKDS-01014_orig.npy,0.96
LKDS-01014,-50.0658518089,-150.15233504,-78.7200170358,16.4904746693,LKDS-01014_orig.npy,0.995
LKDS-01014,48.5131260174,-121.872264018,-80.2012254902,11.5939256811,LKDS-01014_orig.npy,0.995
LKDS-01014,38.0433367784,-153.206689765,-75.6656376332,21.8232773301,LKDS-01014_orig.npy,0.995
LKDS-01014,-79.0991144225,-146.399911646,-77.7,6.26898209339,LKDS-01014_orig.npy,0.963
LKDS-01014,-65.7588273806,-158.204921729,-70.1694369166,18.5107245264,LKDS-01014_orig.npy,0.995
LKDS-01014,-26.5099051013,-163.104436569,-56.5623737374,18.2219779541,LKDS-01014_orig.npy,0.005
LKDS-01014,-66.3961293299,-185.588375581,-59.3406619385,11.7343016126,LKDS-01014_orig.npy,0.995
LKDS-01014,62.6399854573,-138.453858761,-44.5118312602,54.8203720267,LKDS-01014_orig.npy,0.11
LKDS-01014,-113.490717693,-130.961930878,-49.678021978,9.54269239597,LKDS-01014_orig.npy,0.992
LKDS-01014,-62.2577614535,-188.041831633,-47.7,7.30371550828,LKDS-01014_orig.npy,0.052
LKDS-01014,-38.4823841687,-135.386374776,-45.0208360982,17.9217965099,LKDS-01014_orig.npy,0.256
LKDS-01014,-112.694180015,-145.368336758,-45.7,6.63586592714,LKDS-01014_orig.npy,0.978
LKDS-01014,85.5281722585,-181.866338726,-42.7,5.08881687589,LKDS-01014_orig.npy,0.766
LKDS-01014,60.2142219643,-73.9411948479,-39.8632653061,5.72017283408,LKDS-01014_orig.npy,0.005
LKDS-01014,99.6394025534,-166.775830788,-38.7,6.17024150881,LKDS-01014_orig.npy,0.853
LKDS-01014,-110.893637424,-128.418249977,-35.9335025381,7.21920212194,LKDS-01014_orig.npy,0.538
LKDS-01014,-39.6154897247,-165.41293203,-34.1980988593,11.4646146116,LKDS-01014_orig.npy,0.995
LKDS-01014,34.9313093815,-88.8901777716,-35.4954545455,7.95918198476,LKDS-01014_orig.npy,0.377
LKDS-01014,20.4148304634,-93.3989791698,-32.7,5.36820137364,LKDS-01014_orig.npy,0.934
LKDS-01014,61.1256361326,-86.8914065261,-24.5211609551,33.6879063315,LKDS-01014_orig.npy,0.995
LKDS-01014,-32.0004016854,-87.193444989,-26.0193990856,14.299653788,LKDS-01014_orig.npy,0.995
LKDS-01014,87.9462513861,-183.60975363,-25.7395670026,17.2315639881,LKDS-01014_orig.npy,0.995
LKDS-01014,-104.162104298,-87.7080109449,-24.8447599019,17.5968277595,LKDS-01014_orig.npy,0.995
LKDS-01014,-54.1035246156,-202.05336101,-25.7097087379,9.2320794061,LKDS-01014_orig.npy,0.929
LKDS-01014,53.3602447047,-178.412808026,-23.516254417,16.2914322518,LKDS-01014_orig.npy,0.995
LKDS-01014,-76.4987074108,-111.175657895,-20.7195678761,16.7327109405,LKDS-01014_orig.npy,0.995
LKDS-01014,-21.8382450835,-186.167170093,-20.7244299674,10.5452427829,LKDS-01014_orig.npy,0.99
LKDS-01014,-109.180508946,-112.299232098,-18.9986725664,9.52167318167,LKDS-01014_orig.npy,0.995
LKDS-01014,-10.90953814,-199.890131035,-15.7,7.00526594964,LKDS-01014_orig.npy,0.569
LKDS-01014,79.783855117,-155.717728405,-15.2,5.01397046127,LKDS-01014_orig.npy,0.005
LKDS-01014,-70.6906181058,-125.177767637,-14.2106382979,16.043003901,LKDS-01014_orig.npy,0.995
LKDS-01014,99.4002992442,-124.552813358,-13.4727272727,5.01397046127,LKDS-01014_orig.npy,0.005
LKDS-01014,-68.190438294,-88.5660626551,-14.1571428571,6.44233253015,LKDS-01014_orig.npy,0.005
LKDS-01014,-68.8930457425,-203.288387087,-12.6928825623,10.2387254534,LKDS-01014_orig.npy,0.995
LKDS-01014,42.6562545553,-165.032121458,-12.0675373134,15.9983570916,LKDS-01014_orig.npy,0.995
LKDS-01014,96.3999688628,-192.504902526,-11.8260869565,9.57752004919,LKDS-01014_orig.npy,0.877
LKDS-01014,-98.7567669578,-138.390423369,-11.1647377939,10.1837759583,LKDS-01014_orig.npy,0.995
LKDS-01014,29.7872089033,-178.484941523,-7.24559748428,15.3883923001,LKDS-01014_orig.npy,0.994
LKDS-01014,-65.0420140789,-90.4011159719,-9.7,7.67803182481,LKDS-01014_orig.npy,0.005
LKDS-01014,-42.2627599763,-185.361036476,-4.52985074627,12.4276537992,LKDS-01014_orig.npy,0.989
LKDS-01014,83.3377239438,-132.013872106,-2.74545454545,8.37884258649,LKDS-01014_orig.npy,0.005
LKDS-01014,39.1513397815,-188.191140023,-0.7,7.92891864314,LKDS-01014_orig.npy,0.682
LKDS-01014,105.297090282,-143.074212442,-0.139306358382,6.91325368177,LKDS-01014_orig.npy,0.956
LKDS-01014,-84.7558538141,-171.836903998,4.82537485582,14.9056238337,LKDS-01014_orig.npy,0.995
LKDS-01014,61.9463745085,-85.1089203406,3.7622754491,11.6832216949,LKDS-01014_orig.npy,0.995
LKDS-01014,56.7538945874,-189.786387431,6.29104477612,8.61685387539,LKDS-01014_orig.npy,0.005
LKDS-01014,-55.7766891622,-107.22753336,5.6064516129,8.92307970921,LKDS-01014_orig.npy,0.005
LKDS-01014,20.2576879627,-82.3456501168,6.71916167665,8.60827134593,LKDS-01014_orig.npy,0.986
LKDS-01014,9.74340950839,-203.331070081,7.3,5.90847013106,LKDS-01014_orig.npy,0.63
LKDS-01014,-15.609103485,-197.251370898,9.48011257036,12.6741699823,LKDS-01014_orig.npy,0.995
LKDS-01014,-131.498725019,-136.733337179,9.98078175896,8.36976474342,LKDS-01014_orig.npy,0.842
LKDS-01014,94.7430143396,-87.7433088979,10.3,6.80500487458,LKDS-01014_orig.npy,0.84
LKDS-01014,61.1518397707,-159.114599829,14.5318251144,26.5822607636,LKDS-01014_orig.npy,0.995
LKDS-01014,-34.8045287426,-211.199657232,17.5492693111,16.5997787076,LKDS-01014_orig.npy,0.995
LKDS-01014,-93.5127400128,-122.821895267,21.450337752,33.5023300063,LKDS-01014_orig.npy,0.995
LKDS-01014,-66.3164060415,-90.6577541235,24.2739617952,40.4301212216,LKDS-01014_orig.npy,0.995
LKDS-01014,-37.2765521856,-73.6866856151,16.8909090909,6.31720692771,LKDS-01014_orig.npy,0.912
LKDS-01014,31.4309785983,-201.892041455,19.7135338346,11.5080415967,LKDS-01014_orig.npy,0.995
LKDS-01014,-108.946557857,-183.018598288,21.030958231,11.5844457704,LKDS-01014_orig.npy,0.995
LKDS-01014,-107.507835322,-141.910927272,19.8441176471,9.68730061254,LKDS-01014_orig.npy,0.995
LKDS-01014,86.4859634344,-124.109303395,22.8769881557,16.5278469777,LKDS-01014_orig.npy,0.995
LKDS-01014,62.2335093579,-164.810295619,22.3,7.60168270066,LKDS-01014_orig.npy,0.873
